answer,count,count,count,count,count
British Columbia,11.0,5.0,9.0,7.0,4.0
Seoul,11.0,8.0,4.0,3.0,4.0
7,11.0,11.0,10.0,5.0,15.0
stars,11.0,4.0,3.0,,
Adam & Eve,11.0,4.0,2.0,,1.0
the Red Sea,11.0,6.0,9.0,8.0,6.0
calcium,11.0,9.0,4.0,3.0,4.0
Nashville,11.0,8.0,5.0,12.0,8.0
Long Island,11.0,2.0,6.0,1.0,1.0
Alice,11.0,3.0,2.0,2.0,2.0
South Korea,11.0,10.0,11.0,9.0,4.0
baseball,11.0,4.0,6.0,5.0,1.0
Will Rogers,11.0,9.0,5.0,4.0,
Emily Dickinson,11.0,9.0,16.0,13.0,10.0
Romeo & Juliet,11.0,5.0,4.0,1.0,
tulips,11.0,5.0,,1.0,1.0
King Kong,11.0,7.0,3.0,,
Anne Rice,11.0,6.0,7.0,5.0,1.0
winter,11.0,1.0,1.0,2.0,1.0
Grandma Moses,11.0,15.0,4.0,7.0,1.0
Apple,11.0,11.0,2.0,2.0,
Richmond,11.0,12.0,5.0,4.0,1.0
Arnold Schwarzenegger,11.0,4.0,3.0,,
Longfellow,11.0,8.0,2.0,3.0,3.0
carbon,11.0,13.0,11.0,8.0,7.0
Miss America,11.0,4.0,3.0,,
The Sopranos,11.0,6.0,1.0,1.0,
Waterloo,11.0,9.0,2.0,1.0,1.0
Vatican City,11.0,4.0,7.0,3.0,4.0
sheep,11.0,4.0,6.0,1.0,1.0
gills,11.0,3.0,2.0,2.0,
"Mary, Queen of Scots",11.0,8.0,10.0,8.0,2.0
Elton John,11.0,6.0,2.0,5.0,2.0
Prince Charles,11.0,8.0,2.0,3.0,1.0
New Mexico,11.0,20.0,12.0,12.0,10.0
Lee,11.0,6.0,4.0,2.0,
George Bernard Shaw,11.0,14.0,9.0,9.0,10.0
the Magna Carta,11.0,5.0,1.0,2.0,1.0
Sydney,11.0,8.0,7.0,7.0,3.0
F. Scott Fitzgerald,11.0,16.0,13.0,5.0,4.0
Jack London,11.0,14.0,8.0,11.0,2.0
Cambridge,11.0,16.0,2.0,7.0,1.0
Annie Oakley,11.0,8.0,5.0,2.0,3.0
Socrates,11.0,14.0,13.0,7.0,3.0
Fort Sumter,11.0,6.0,5.0,2.0,
Goliath,11.0,8.0,4.0,3.0,
Nebraska,11.0,6.0,9.0,12.0,14.0
Chopin,11.0,16.0,16.0,12.0,5.0
Walt Whitman,11.0,14.0,6.0,10.0,9.0
Alcatraz,11.0,11.0,7.0,2.0,
King Lear,11.0,8.0,21.0,17.0,8.0
Shirley Temple,11.0,4.0,3.0,2.0,
West Side Story,11.0,6.0,8.0,5.0,2.0
Wuthering Heights,11.0,5.0,4.0,8.0,4.0
John the Baptist,11.0,9.0,9.0,8.0,5.0
the Indian Ocean,11.0,10.0,9.0,6.0,2.0
The Simpsons,11.0,3.0,1.0,,2.0
Indira Gandhi,11.0,8.0,6.0,,3.0
the Dead Sea,11.0,5.0,10.0,5.0,1.0
Atlantic City,11.0,2.0,4.0,1.0,2.0
Memphis,11.0,14.0,11.0,9.0,5.0
Charlemagne,10.0,15.0,17.0,17.0,13.0
Johnny Cash,10.0,5.0,3.0,2.0,1.0
Moby Dick,10.0,2.0,2.0,1.0,
John Glenn,10.0,12.0,7.0,4.0,4.0
Friends,10.0,5.0,7.0,2.0,3.0
Oscar Wilde,10.0,15.0,15.0,15.0,10.0
Colombia,10.0,18.0,20.0,19.0,8.0
Martha Washington,10.0,3.0,5.0,2.0,
The Hunchback of Notre Dame,10.0,5.0,4.0,2.0,1.0
Frank Lloyd Wright,10.0,16.0,10.0,7.0,1.0
eggs,10.0,6.0,6.0,2.0,
Melville,10.0,1.0,1.0,4.0,3.0
Columbia,10.0,18.0,10.0,13.0,7.0
Jimmy Hoffa,10.0,4.0,5.0,3.0,1.0
Johnny Carson,10.0,3.0,2.0,1.0,
Clara Barton,10.0,12.0,5.0,7.0,3.0
Florence Nightingale,10.0,16.0,10.0,2.0,1.0
Austin,10.0,3.0,4.0,1.0,3.0
milk,10.0,9.0,5.0,3.0,
Bob Dole,10.0,3.0,5.0,3.0,2.0
Damascus,10.0,4.0,9.0,3.0,3.0
Taiwan,10.0,13.0,10.0,7.0,5.0
John Quincy Adams,10.0,9.0,6.0,14.0,17.0
IBM,10.0,6.0,8.0,6.0,
Falstaff,10.0,5.0,10.0,6.0,2.0
Tibet,10.0,7.0,8.0,3.0,2.0
Patrick Henry,10.0,10.0,6.0,6.0,5.0
a cactus,10.0,4.0,3.0,,
Indianapolis,10.0,6.0,3.0,3.0,2.0
a giraffe,10.0,4.0,2.0,1.0,1.0
Phoenix,10.0,8.0,5.0,8.0,7.0
Wilson,10.0,9.0,10.0,8.0,6.0
Mexico City,10.0,16.0,11.0,15.0,7.0
Iago,10.0,7.0,10.0,8.0,3.0
Neptune,10.0,20.0,6.0,11.0,10.0
(Louisa May) Alcott,10.0,2.0,,1.0,
Colonel Sanders,10.0,2.0,1.0,,
6,10.0,14.0,8.0,10.0,6.0
the House of Representatives,10.0,4.0,1.0,,
Siberia,10.0,13.0,7.0,3.0,
the Pacific Ocean,10.0,4.0,,1.0,
Superman,10.0,8.0,3.0,,1.0
Zeus,10.0,13.0,6.0,3.0,3.0
the United States,10.0,12.0,12.0,7.0,2.0
Woodrow Wilson,10.0,18.0,17.0,22.0,21.0
tobacco,10.0,7.0,11.0,4.0,1.0
Sparta,10.0,11.0,8.0,11.0,2.0
A Midsummer Night's Dream,10.0,12.0,17.0,17.0,7.0
John Wayne,10.0,10.0,9.0,2.0,1.0
Hebrew,10.0,8.0,5.0,3.0,2.0
the Supreme Court,10.0,11.0,7.0,4.0,
David Copperfield,10.0,11.0,14.0,11.0,6.0
NATO,10.0,6.0,6.0,3.0,
the guillotine,10.0,2.0,1.0,1.0,
Xerox,10.0,1.0,2.0,4.0,
John Brown,10.0,16.0,17.0,8.0,1.0
the Rhine,10.0,19.0,11.0,7.0,8.0
John Grisham,10.0,4.0,3.0,1.0,1.0
a dog,10.0,2.0,7.0,1.0,
Tom Cruise,10.0,2.0,3.0,3.0,2.0
Steve Martin,10.0,8.0,6.0,4.0,2.0
the Caribbean,10.0,7.0,2.0,5.0,1.0
Easter Island,10.0,9.0,12.0,7.0,8.0
Helen of Troy,10.0,6.0,2.0,,1.0
King Tut,10.0,13.0,2.0,,1.0
Robert Burns,10.0,8.0,11.0,4.0,3.0
Tom Jones,10.0,8.0,6.0,4.0,5.0
Russian,10.0,8.0,11.0,5.0,5.0
Montreal,10.0,15.0,10.0,10.0,4.0
Indonesia,10.0,27.0,21.0,24.0,28.0
Beowulf,10.0,9.0,8.0,4.0,4.0
Martin Luther King Jr.,10.0,3.0,1.0,1.0,
Washington Irving,10.0,9.0,7.0,8.0,1.0
J.K. Rowling,10.0,2.0,1.0,,2.0
potatoes,10.0,5.0,6.0,1.0,2.0
Merlin,10.0,7.0,2.0,2.0,
the Sun,10.0,9.0,4.0,6.0,2.0
Minnesota,10.0,16.0,12.0,19.0,11.0
New Delhi,10.0,11.0,8.0,1.0,
Thailand,10.0,8.0,10.0,10.0,17.0
Wayne Gretzky,10.0,9.0,,1.0,
Gulliver's Travels,10.0,10.0,2.0,1.0,1.0
H.G. Wells,10.0,8.0,7.0,2.0,4.0
yellow,10.0,12.0,11.0,5.0,5.0
Prince,10.0,5.0,5.0,3.0,4.0
da Vinci,10.0,10.0,3.0,2.0,
Henry Wadsworth Longfellow,10.0,5.0,2.0,6.0,3.0
Castro,10.0,1.0,1.0,,1.0
shoes,10.0,2.0,3.0,3.0,1.0
the Milky Way,10.0,4.0,3.0,2.0,
"Martin Luther King, Jr.",10.0,7.0,2.0,2.0,
Dan Quayle,10.0,7.0,,4.0,2.0
black,10.0,8.0,13.0,6.0,3.0
Great Britain,10.0,11.0,13.0,5.0,2.0
Constantinople,10.0,6.0,4.0,6.0,9.0
Hong Kong,10.0,16.0,11.0,3.0,2.0
Rhodes,10.0,4.0,3.0,1.0,3.0
the Rio Grande,10.0,12.0,2.0,7.0,2.0
Will Smith,10.0,3.0,3.0,1.0,
Tennessee,10.0,14.0,16.0,18.0,14.0
swimming,9.0,,1.0,,4.0
Johannesburg,9.0,3.0,2.0,3.0,2.0
Austria,9.0,17.0,21.0,17.0,7.0
M,9.0,6.0,1.0,2.0,4.0
Daniel Boone,9.0,10.0,6.0,2.0,2.0
South Carolina,9.0,18.0,17.0,10.0,12.0
the Vietnam War,9.0,4.0,3.0,1.0,1.0
Central Park,9.0,2.0,2.0,1.0,
Taurus,9.0,5.0,3.0,1.0,1.0
The Canterbury Tales,9.0,12.0,3.0,,1.0
a mosque,9.0,1.0,6.0,2.0,1.0
Lord of the Flies,9.0,9.0,5.0,2.0,2.0
James Dean,9.0,4.0,5.0,3.0,
Batman,9.0,4.0,1.0,,
Lake Erie,9.0,5.0,6.0,9.0,2.0
Ohio,9.0,24.0,17.0,14.0,22.0
Thoreau,9.0,11.0,9.0,6.0,2.0
Arlington National Cemetery,9.0,4.0,2.0,,
Plymouth,9.0,6.0,4.0,3.0,1.0
Lake Victoria,9.0,6.0,12.0,4.0,2.0
Hershey,9.0,4.0,1.0,,
Abraham,9.0,12.0,9.0,9.0,1.0
Mecca,9.0,12.0,9.0,4.0,1.0
Whitney Houston,9.0,8.0,1.0,7.0,
Watergate,9.0,3.0,6.0,3.0,1.0
February,9.0,1.0,3.0,1.0,
Barbara Walters,9.0,3.0,2.0,1.0,
Jesus,9.0,6.0,5.0,3.0,
marble,9.0,5.0,5.0,7.0,2.0
Red Square,9.0,2.0,3.0,,2.0
Norman Rockwell,9.0,6.0,5.0,5.0,
Colin Powell,9.0,5.0,3.0,1.0,1.0
Samuel Morse,9.0,3.0,5.0,1.0,3.0
one,9.0,4.0,4.0,,2.0
basketball,9.0,6.0,8.0,5.0,2.0
Pompeii,9.0,2.0,4.0,2.0,1.0
the Black Sea,9.0,12.0,14.0,10.0,2.0
Jackie Robinson,9.0,1.0,3.0,1.0,
Beyoncé,9.0,5.0,2.0,,
Daniel,9.0,7.0,6.0,3.0,9.0
George,9.0,3.0,2.0,4.0,2.0
Tolstoy,9.0,8.0,7.0,5.0,5.0
New Hampshire,9.0,10.0,11.0,20.0,24.0
Jimi Hendrix,9.0,3.0,4.0,,1.0
Salt Lake City,9.0,4.0,3.0,3.0,4.0
Sylvester Stallone,9.0,4.0,1.0,3.0,
earthquakes,9.0,2.0,2.0,,1.0
a bird,9.0,1.0,2.0,3.0,2.0
9,9.0,5.0,6.0,5.0,1.0
the Great Salt Lake,9.0,4.0,,1.0,2.0
March,9.0,5.0,6.0,2.0,5.0
bees,9.0,5.0,3.0,2.0,1.0
Camelot,9.0,9.0,6.0,,3.0
the ear,9.0,6.0,14.0,2.0,3.0
absolute zero,9.0,7.0,1.0,1.0,
Jurassic Park,9.0,6.0,2.0,,
Charles Darwin,9.0,6.0,2.0,4.0,
The Good Earth,9.0,3.0,4.0,1.0,3.0
Portuguese,9.0,3.0,3.0,3.0,10.0
Mount Rushmore,9.0,3.0,7.0,4.0,1.0
the Spanish-American War,9.0,5.0,2.0,3.0,2.0
the Senate,9.0,6.0,5.0,2.0,2.0
chromosomes,9.0,3.0,6.0,1.0,2.0
Chihuahua,9.0,2.0,4.0,2.0,
The Taming of the Shrew,9.0,7.0,10.0,3.0,4.0
Snow White,9.0,3.0,6.0,1.0,1.0
Alice in Wonderland,9.0,5.0,2.0,1.0,1.0
Chile,9.0,16.0,14.0,18.0,21.0
X,9.0,5.0,9.0,4.0,1.0
A Streetcar Named Desire,9.0,5.0,3.0,3.0,2.0
Valley Forge,9.0,6.0,3.0,1.0,1.0
pearls,9.0,6.0,1.0,1.0,1.0
Oregon,9.0,12.0,10.0,11.0,15.0
Adolf Hitler,9.0,6.0,4.0,1.0,
Friday Night Lights,9.0,,2.0,,
Big Brother,9.0,,1.0,4.0,2.0
Steven Spielberg,9.0,8.0,,2.0,
Ludwig van Beethoven,9.0,3.0,2.0,2.0,2.0
silk,9.0,8.0,6.0,5.0,3.0
a turtle,9.0,4.0,2.0,1.0,
King Arthur,9.0,6.0,1.0,2.0,
Toulouse-Lautrec,9.0,11.0,9.0,6.0,3.0
South Dakota,9.0,7.0,5.0,8.0,9.0
Mao Tse-tung,9.0,4.0,2.0,2.0,
Fred Astaire,9.0,7.0,3.0,,1.0
The Sound of Music,9.0,2.0,3.0,2.0,2.0
Jacques Cousteau,9.0,5.0,3.0,1.0,1.0
Princess Diana,9.0,7.0,1.0,2.0,
"""The Raven""",9.0,5.0,3.0,2.0,
Medusa,9.0,8.0,12.0,4.0,4.0
Judas,9.0,2.0,,2.0,2.0
mushrooms,9.0,2.0,2.0,4.0,1.0
The King and I,9.0,9.0,9.0,5.0,1.0
Ben Franklin,9.0,5.0,2.0,6.0,2.0
Stonehenge,9.0,11.0,8.0,1.0,
Citizen Kane,9.0,2.0,2.0,2.0,2.0
Hitler,9.0,6.0,3.0,1.0,
the Wright Brothers,9.0,1.0,,2.0,
Julie Andrews,9.0,6.0,,,2.0
Oslo,9.0,11.0,13.0,12.0,7.0
Pakistan,9.0,10.0,11.0,13.0,15.0
the Sphinx,9.0,16.0,4.0,5.0,1.0
U2,9.0,5.0,6.0,2.0,
John Hancock,9.0,8.0,4.0,5.0,3.0
Neil Armstrong,9.0,3.0,2.0,1.0,2.0
Sahara,9.0,1.0,1.0,1.0,3.0
an ostrich,9.0,1.0,3.0,,1.0
platinum,9.0,5.0,4.0,5.0,2.0
Laura Ingalls Wilder,9.0,7.0,4.0,3.0,2.0
the Sistine Chapel,9.0,6.0,2.0,1.0,
Mary Todd Lincoln,9.0,3.0,6.0,4.0,3.0
Rudyard Kipling,9.0,6.0,8.0,4.0,6.0
P.T. Barnum,9.0,9.0,1.0,4.0,3.0
United States,9.0,6.0,4.0,1.0,3.0
Morocco,9.0,22.0,15.0,17.0,9.0
Johann Sebastian Bach,9.0,9.0,8.0,2.0,9.0
Geneva,9.0,10.0,11.0,1.0,2.0
North Korea,9.0,8.0,10.0,1.0,3.0
the Crusades,9.0,7.0,2.0,3.0,
Gerald Ford,9.0,14.0,18.0,8.0,9.0
Guinevere,9.0,3.0,2.0,3.0,
Ian Fleming,9.0,9.0,,1.0,
8,9.0,11.0,10.0,7.0,7.0
Malcolm X,9.0,12.0,8.0,8.0,5.0
Forrest Gump,9.0,6.0,3.0,4.0,1.0
Buffy the Vampire Slayer,9.0,5.0,3.0,4.0,
Romania,9.0,9.0,12.0,15.0,22.0
Cannes,9.0,1.0,4.0,1.0,1.0
Gorbachev,9.0,1.0,5.0,4.0,
Zurich,9.0,7.0,7.0,5.0,5.0
Ray Charles,9.0,3.0,1.0,1.0,
champagne,9.0,8.0,4.0,,1.0
Budapest,9.0,8.0,5.0,7.0,9.0
Fiddler on the Roof,8.0,7.0,8.0,5.0,
J.D. Salinger,8.0,5.0,8.0,5.0,1.0
Hair,8.0,6.0,5.0,2.0,3.0
Harry Potter,8.0,3.0,,1.0,
Maria,8.0,3.0,,,
Solidarity,8.0,,6.0,,4.0
Isabella,8.0,9.0,5.0,4.0,1.0
horse,8.0,5.0,3.0,1.0,5.0
San Diego,8.0,6.0,10.0,6.0,2.0
Bugs Bunny,8.0,1.0,,,
the Red Cross,8.0,2.0,4.0,1.0,1.0
The Hunger Games,8.0,,2.0,,
Fort Knox,8.0,7.0,1.0,1.0,
Pasteur,8.0,8.0,9.0,2.0,2.0
Thanksgiving,8.0,2.0,4.0,1.0,1.0
the Columbia,8.0,4.0,6.0,4.0,
John McCain,8.0,3.0,4.0,4.0,1.0
Hansel and Gretel,8.0,6.0,2.0,7.0,3.0
Alan Alda,8.0,2.0,1.0,,
St. Patrick's Day,8.0,2.0,,,
Kiev,8.0,3.0,2.0,6.0,5.0
Ethiopia,8.0,13.0,16.0,21.0,20.0
Doctor Zhivago,8.0,8.0,6.0,4.0,1.0
Josephine,8.0,4.0,1.0,1.0,
Odysseus,8.0,8.0,6.0,4.0,
God,8.0,5.0,1.0,1.0,3.0
Buddha,8.0,12.0,12.0,5.0,4.0
Buffalo,8.0,4.0,5.0,8.0,7.0
Wonder Woman,8.0,4.0,5.0,1.0,2.0
Aladdin,8.0,7.0,3.0,2.0,
Franklin D. Roosevelt,8.0,5.0,8.0,4.0,2.0
a skunk,8.0,2.0,1.0,,
Jason,8.0,3.0,5.0,2.0,1.0
Jane Austen,8.0,11.0,11.0,13.0,10.0
honey,8.0,5.0,3.0,,
Lady Gaga,8.0,5.0,8.0,,1.0
Gandhi,8.0,9.0,13.0,4.0,
the Pony Express,8.0,5.0,3.0,2.0,
penicillin,8.0,7.0,4.0,3.0,1.0
0,8.0,5.0,3.0,3.0,
Spider-Man,8.0,3.0,2.0,5.0,3.0
MacArthur,8.0,9.0,5.0,7.0,1.0
Cyrano de Bergerac,8.0,10.0,8.0,2.0,6.0
Ecuador,8.0,1.0,11.0,8.0,13.0
Vesuvius,8.0,11.0,9.0,3.0,1.0
the Inca,8.0,3.0,,1.0,
Pandora,8.0,4.0,2.0,1.0,4.0
Aphrodite,8.0,9.0,7.0,8.0,6.0
Audubon,8.0,4.0,6.0,4.0,2.0
camels,8.0,2.0,4.0,1.0,1.0
Babe,8.0,6.0,5.0,2.0,1.0
St. George,8.0,6.0,4.0,2.0,
a dragon,8.0,5.0,3.0,2.0,
elephants,8.0,10.0,4.0,2.0,2.0
the tongue,8.0,2.0,3.0,5.0,
Henry Ford,8.0,4.0,3.0,5.0,3.0
Hudson Bay,8.0,2.0,5.0,1.0,1.0
Andrew Johnson,8.0,14.0,12.0,9.0,9.0
the Potomac,8.0,8.0,5.0,4.0,2.0
Montgomery,8.0,4.0,7.0,7.0,5.0
Robin Hood,8.0,4.0,5.0,4.0,1.0
Nepal,8.0,10.0,14.0,8.0,8.0
Achilles,8.0,13.0,5.0,5.0,2.0
Aaron Burr,8.0,14.0,5.0,12.0,3.0
Porgy and Bess,8.0,2.0,5.0,3.0,4.0
My Fair Lady,8.0,4.0,3.0,2.0,
Avatar,8.0,5.0,1.0,1.0,1.0
the Erie Canal,8.0,9.0,8.0,5.0,
skiing,8.0,3.0,1.0,,5.0
Thor,8.0,15.0,11.0,4.0,3.0
Charlotte Brontë,8.0,1.0,2.0,,2.0
Liberace,8.0,2.0,2.0,,1.0
The Merchant of Venice,8.0,9.0,5.0,5.0,10.0
Copernicus,8.0,11.0,7.0,4.0,4.0
Faust,8.0,6.0,4.0,9.0,3.0
Havana,8.0,7.0,5.0,6.0,
Andrew Jackson,8.0,9.0,17.0,28.0,30.0
Alice Walker,8.0,5.0,6.0,5.0,4.0
the sun,8.0,2.0,7.0,6.0,1.0
Queen Elizabeth I,8.0,12.0,5.0,4.0,5.0
a porcupine,8.0,1.0,,,
Time,8.0,1.0,4.0,,2.0
hockey,8.0,5.0,3.0,3.0,3.0
Helen Keller,8.0,14.0,5.0,3.0,2.0
Madison,8.0,13.0,3.0,10.0,6.0
Harrison Ford,8.0,3.0,2.0,,1.0
Motown,8.0,1.0,,,
Madame Butterfly,8.0,14.0,4.0,12.0,5.0
Paul,8.0,13.0,15.0,5.0,6.0
wind,8.0,1.0,3.0,3.0,1.0
15,8.0,5.0,2.0,7.0,4.0
Handel,8.0,7.0,11.0,12.0,8.0
Darth Vader,8.0,1.0,,1.0,
Madagascar,8.0,13.0,23.0,19.0,6.0
Tina Turner,8.0,4.0,2.0,3.0,2.0
Evita,8.0,4.0,8.0,2.0,1.0
Gilbert & Sullivan,8.0,6.0,5.0,6.0,2.0
the piano,8.0,3.0,1.0,2.0,3.0
Karl Marx,8.0,5.0,4.0,5.0,
Albuquerque,8.0,7.0,4.0,2.0,1.0
the pope,8.0,2.0,3.0,3.0,
the Nobel Prize,8.0,5.0,,,1.0
James Bond,8.0,2.0,2.0,,1.0
To Kill a Mockingbird,8.0,7.0,2.0,4.0,3.0
tail,8.0,1.0,1.0,,
eyes,8.0,7.0,7.0,2.0,1.0
Mae West,8.0,8.0,4.0,1.0,1.0
St. Paul,8.0,11.0,5.0,2.0,1.0
Hippocrates,8.0,9.0,8.0,4.0,2.0
Charles Schulz,8.0,2.0,3.0,3.0,
a zebra,8.0,,1.0,2.0,2.0
heart,8.0,2.0,2.0,3.0,1.0
Michael Crichton,8.0,7.0,4.0,3.0,3.0
a rose,8.0,3.0,5.0,2.0,
Geoffrey Chaucer,8.0,5.0,2.0,1.0,2.0
Leaves of Grass,8.0,5.0,1.0,3.0,2.0
a pearl,8.0,1.0,3.0,3.0,
Clint Eastwood,8.0,9.0,6.0,6.0,4.0
zero,8.0,4.0,1.0,3.0,2.0
Andrew Lloyd Webber,8.0,5.0,3.0,1.0,1.0
Matthew,8.0,2.0,3.0,3.0,1.0
diamonds,8.0,11.0,1.0,4.0,
spring,8.0,7.0,1.0,2.0,
golf,8.0,7.0,6.0,2.0,1.0
Field of Dreams,8.0,1.0,1.0,3.0,1.0
cholesterol,8.0,6.0,2.0,3.0,
Impressionism,8.0,7.0,3.0,,4.0
The Glass Menagerie,8.0,7.0,6.0,4.0,5.0
Gibraltar,8.0,11.0,15.0,5.0,2.0
apples,8.0,3.0,2.0,3.0,1.0
two,8.0,3.0,2.0,1.0,
Robert Browning,8.0,2.0,3.0,9.0,11.0
electrons,8.0,7.0,8.0,12.0,
Ulysses S. Grant,8.0,9.0,7.0,6.0,4.0
Baghdad,8.0,8.0,8.0,7.0,5.0
Judy Garland,8.0,8.0,,2.0,1.0
Nicaragua,8.0,8.0,15.0,11.0,14.0
Julia Roberts,8.0,6.0,2.0,2.0,1.0
Lassie,8.0,3.0,,,1.0
United Nations,8.0,1.0,3.0,2.0,1.0
Glasgow,8.0,6.0,2.0,4.0,2.0
Carrie,8.0,2.0,3.0,3.0,
Atlas,8.0,8.0,5.0,3.0,1.0
an umbrella,8.0,1.0,1.0,2.0,
Martin Luther,8.0,17.0,12.0,6.0,9.0
Hallmark,8.0,3.0,,1.0,
the Great Wall of China,8.0,4.0,2.0,3.0,
Pittsburgh,8.0,7.0,10.0,19.0,7.0
the Philippines,8.0,25.0,26.0,25.0,22.0
a camel,8.0,2.0,2.0,2.0,
the Gettysburg Address,8.0,4.0,,1.0,
16,8.0,2.0,2.0,5.0,1.0
beer,8.0,7.0,2.0,1.0,
Sarah Jessica Parker,8.0,2.0,2.0,,
Swan Lake,8.0,7.0,7.0,11.0,3.0
Jericho,8.0,5.0,3.0,2.0,4.0
Pearl Harbor,8.0,5.0,1.0,2.0,1.0
Davy Crockett,8.0,7.0,5.0,3.0,1.0
Peking,8.0,2.0,1.0,,
Taylor Swift,8.0,3.0,5.0,3.0,
Louis XVI,8.0,11.0,11.0,7.0,4.0
Campbell's,8.0,1.0,,,
The Tempest,8.0,14.0,16.0,15.0,9.0
Tasmania,8.0,8.0,9.0,10.0,3.0
Benito Mussolini,8.0,3.0,2.0,2.0,
M*A*S*H,8.0,6.0,4.0,,1.0
bacteria,8.0,4.0,5.0,2.0,3.0
Rockefeller,8.0,1.0,5.0,1.0,
Eleanor Roosevelt,8.0,12.0,11.0,18.0,3.0
Civil War,8.0,3.0,1.0,2.0,
Champagne,8.0,2.0,1.0,1.0,
Tahiti,8.0,5.0,8.0,2.0,2.0
Lady Bird Johnson,8.0,9.0,3.0,1.0,2.0
Istanbul,8.0,6.0,7.0,11.0,3.0
Green Bay,8.0,6.0,2.0,1.0,
bacon,8.0,3.0,2.0,,1.0
Houston,8.0,5.0,5.0,6.0,1.0
Bob Hope,8.0,7.0,5.0,3.0,1.0
rings,8.0,2.0,2.0,1.0,3.0
Stanley,7.0,4.0,3.0,4.0,2.0
the Northwest Passage,7.0,4.0,4.0,7.0,2.0
George Burns,7.0,5.0,1.0,1.0,
Pinocchio,7.0,6.0,4.0,4.0,1.0
Hannibal Lecter,7.0,2.0,2.0,2.0,
a star,7.0,8.0,3.0,4.0,1.0
surfing,7.0,3.0,1.0,,2.0
Midas,7.0,6.0,2.0,1.0,
Sarah,7.0,4.0,3.0,4.0,2.0
the appendix,7.0,4.0,2.0,1.0,
Jackie Kennedy,7.0,1.0,4.0,1.0,
The New York Times,7.0,6.0,2.0,1.0,2.0
muscles,7.0,5.0,1.0,1.0,
The Jungle Book,7.0,2.0,4.0,4.0,
Michael J. Fox,7.0,1.0,,,
Harper Lee,7.0,2.0,9.0,,2.0
the League of Nations,7.0,12.0,9.0,4.0,1.0
John Paul II,7.0,4.0,2.0,2.0,
Jane Fonda,7.0,4.0,4.0,1.0,3.0
One Flew Over the Cuckoo's Nest,7.0,7.0,8.0,1.0,1.0
Fidel Castro,7.0,11.0,,4.0,1.0
Roots,7.0,6.0,,3.0,2.0
Queen Elizabeth,7.0,1.0,3.0,,
glass,7.0,4.0,5.0,3.0,2.0
the Arctic Circle,7.0,4.0,1.0,1.0,
Celsius,7.0,7.0,2.0,3.0,
J. Edgar Hoover,7.0,8.0,5.0,,1.0
Cher,7.0,4.0,6.0,6.0,1.0
chariots,7.0,6.0,2.0,,
glaciers,7.0,3.0,6.0,1.0,
Jodie Foster,7.0,2.0,7.0,1.0,3.0
the Dalai Lama,7.0,13.0,8.0,4.0,
Queen,7.0,4.0,3.0,5.0,1.0
(Rabbie) Burns,7.0,2.0,5.0,,1.0
Albany,7.0,2.0,2.0,6.0,5.0
Portland,7.0,5.0,8.0,2.0,
Alberta,7.0,11.0,3.0,12.0,7.0
Saturday Night Live,7.0,1.0,4.0,1.0,1.0
Mohammed,7.0,5.0,2.0,1.0,1.0
aspirin,7.0,1.0,6.0,,
Nathan Hale,7.0,6.0,5.0,5.0,2.0
Apollo 13,7.0,3.0,8.0,3.0,
Golda Meir,7.0,4.0,6.0,2.0,3.0
the Gobi,7.0,5.0,4.0,2.0,1.0
the Yangtze,7.0,5.0,5.0,3.0,
kindergarten,7.0,1.0,1.0,,
the Aztecs,7.0,9.0,6.0,1.0,1.0
Paradise Lost,7.0,8.0,2.0,6.0,1.0
Libya,7.0,7.0,10.0,10.0,9.0
Drew Barrymore,7.0,4.0,5.0,2.0,1.0
Isaac Newton,7.0,5.0,3.0,3.0,2.0
the Washington Monument,7.0,5.0,4.0,1.0,1.0
Amazon,7.0,5.0,3.0,1.0,2.0
D-Day,7.0,3.0,2.0,1.0,
Manhattan,7.0,17.0,7.0,6.0,2.0
St. Nicholas,7.0,2.0,,,
Cincinnati,7.0,2.0,6.0,7.0,10.0
Hugh Hefner,7.0,1.0,2.0,,
Earth,7.0,5.0,4.0,3.0,1.0
Jordan,7.0,14.0,8.0,6.0,14.0
a toga,7.0,3.0,3.0,,
war,7.0,2.0,5.0,1.0,2.0
Lake Superior,7.0,4.0,5.0,2.0,3.0
Animal Farm,7.0,7.0,3.0,3.0,2.0
the Smithsonian,7.0,2.0,5.0,4.0,1.0
Microsoft,7.0,6.0,3.0,2.0,2.0
Wimbledon,7.0,3.0,6.0,,1.0
gas,7.0,1.0,2.0,1.0,
Monty Python,7.0,4.0,2.0,,
Kareem Abdul-Jabbar,7.0,3.0,1.0,,2.0
Great Expectations,7.0,10.0,8.0,6.0,1.0
Eliza Doolittle,7.0,3.0,4.0,,
Magellan,7.0,7.0,7.0,5.0,4.0
"""The Star-Spangled Banner""",7.0,2.0,3.0,,
geology,7.0,1.0,4.0,1.0,1.0
Icarus,7.0,3.0,2.0,2.0,3.0
The Time Machine,7.0,4.0,4.0,3.0,1.0
Benny Goodman,7.0,4.0,5.0,1.0,1.0
insulin,7.0,6.0,2.0,6.0,3.0
a diamond,7.0,4.0,2.0,1.0,1.0
Death Valley,7.0,12.0,4.0,1.0,1.0
Pearl Buck,7.0,6.0,3.0,8.0,4.0
Dutch,7.0,6.0,4.0,,7.0
24,7.0,7.0,5.0,3.0,3.0
the <i>Monitor</i>,7.0,4.0,2.0,1.0,1.0
